Index Number,Volume,Title,Notes,,,,,,
01178,Vol. 30,Check Receipt?,,,,,,,
01179,Vol. 30,Plumber's Certificate,,,,,,,
01180,Vol. 30,Sewer Contractor's Certificate,,,,,,,
01181,Vol. 30,Loan Statement,,,,,,,
01182,Vol. 30,Two Receipts,,,,,,,
01183,Vol. 30,Receipt made out to J. Skillie in Spanish,,,,,,,
01184,Vol. 30,Two Receipts,,,,,,,
01185,Vol. 30,Receipt  ,,,,,,,
01186,Vol. 30,Note,,,,,,,
01187,Vol. 30,Box Lid,,,,,,,
01188,Vol. 30,"Portrait of Collins and Ruth Mulford, August 6, 1908",,,,,,,
01189,Vol. 30,NR,,,,,,,
01190,Vol. 30,Chrysler Executives at Opening of Chrysler Parts Corp.,,,,,,,
01191,Vol. 30,"Caterpillar Tractor, manufactured by Caterpillar Tractor Co., shown working on approach to Treasure Island",,,,,,,
01192,Vol. 30,"Vallejo's Adobe Home on the grounds of California Nursery Co., Built more than 100 years ago",,,,,,,
01193,Vol. 30,"Groundbreaking for Friden Calculating Machine Co., June 2, 1936, on Washington Avenue.",,,,,,,
01194,Vol. 30,"San Leandro Hotel, Corner of E. 14th St. and Estudillo, in the 1890's",,,,,,,
01195,Vol. 30,"Catherine McCoy Carrying Banner, ca 1910",,,,,,,
01196,Vol. 30,"I.O.O.F. Building opposite city Plaza, about 1890",,,,,,,
01197,Vol. 30,"Freeman Block, Dutton & E. 14th St.",,,,,,,
01198,Vol. 30,"First Motor Fire Apparatus, 1914",,,,,,,
01199,Vol. 30,"Freeman Block, Dutton & E. 14th St.",,,,,,,
01200,Vol. 30,"Don Castro of Contra Costa, Grandson of first Castro to settle in Contra Costa County",,,,,,,
01201,Vol. 31,"Lions Club Flower Float, taken on the San Leandro Plaza in 1939",,,,,,,
01202,Vol. 31,Adobe brick from the original home of Don Antonio Maria Peralta,,,,,,,
01203,Vol. 31,Dutton Avenue & East 14th Street car tracks taken up,,,,,,,
01204,Vol. 31,Veterans' Memorial Building,,,,,,,
01205,Vol. 31,"Farrelly Swimming Pool, San Leandro, Located behind Roosevelt School, Taken June 1, 1938",,,,,,,
01206,Vol. 31,"Draftees Leaving for Army Training, June 16, 1941",,,,,,,
01207,Vol. 31,"Leslie J. Freeman, Manager, San Leandro Chamer of Commerce, as on front of business card",,,,,,,
01208,Vol. 31,"Lake Chabot, June 6, 1938",,,,,,,
01209,Vol. 31,Portrait,,,,,,,
01210,Vol. 31,"San Leandro Home on Broadmoor Blvd., July 22, 1938",,,,,,,
01211,Vol. 31,"Chrysler Motor Parts, Davis Street, San Leandro, L.J. Freeman located this plant in San Leandro in May, 1942",,,,,,,
01212,Vol. 31,"IOOF Building on E.14th Street, Facing the Plaza, May 26, 1938",,,,,,,
01213,Vol. 31,Portrait,,,,,,,
01214,Vol. 31,"San Leandro Plaza Looking South from E.14th at Callan, 1941",,,,,,,
01215,Vol. 31,"Broadmoor Park Home, Broadmoor Blvd., San Leandro June 20, 1938",,,,,,,
01216,Vol. 31,"Freeman Building on E.14th Street looking toward Dutton Ave., Delmar Theater, far left",,,,,,,
01217,Vol. 31,"Casa Peralta, West Estudillo, May 26, 1938",,,,,,,
01218,Vol. 31,Leslie J. Freeman driving Jean Ronch Queen in Catholic Diamond Jubilee Parade at Dutton Avenue and East 14th Street,,,,,,,
01219,Vol. 31,Group at Webber House,,,,,,,
01220,Vol. 31,NR,,,,,,,
01221,Vol. 31,NR,,,,,,,
01222,Vol. 31,NR,,,,,,,
01223,Vol. 31,"Mrs. Sadie Codner (Mrs. Paul Codner), standing on front steps of Casa Peralta Rest Home in the 1940's",,,,,,,
01224,Vol. 31,ca 1960,,,,,,,
01225,Vol. 31,"House of Eds, ca 1960",,,,,,,
01226,Vol. 31,"William Heath Davis, ca 1912",,,,,,,
01227,Vol. 31,NR,,,,,,,
01228,Vol. 31,Estudillo Home     ,,,,,,,
01229,Vol. 31,Portrait,,,,,,,
01230,Vol. 31,Rylock Company at 2485 Washington Avenue,,,,,,,
01231,Vol. 31,"Diamond Jubilee Barbeque, 1939",,,,,,,
01232,Vol. 31,Early Automobile,,,,,,,
01233,Vol. 31,Freeman Home,,,,,,,
01234,Vol. 31,House    ,,,,,,,
01235,Vol. 31,Woman in Car at Cemetary,,,,,,,
01236,Vol. 31,Group Photograph,,,,,,,
01237,Vol. 31,"Hudson Lumber Company, Log Chute, ca 1890",,,,,,,
01238,Vol. 31,"Freeman Drug Store, 1931",,,,,,,
01239,Vol. 31,"Home of Benjamin F. Mason, May 1, 1939",,,,,,,
01240,Vol. 31,"Freeman Drug Store, Dr. Courtis Swallow, Dentist",,,,,,,
01241,Vol. 32,"Freeman Drug Store, ca 1930",,,,,,,
01242,Vol. 32,Casa Peralta   ,,,,,,,
01243,Vol. 32,Estudillo House,,,,,,,
01244,Vol. 32,Caterpillar Manufacturing Company,,,,,,,
01245,Vol. 32,San Leandro Street Scene,,,,,,,
01246,Vol. 32,School Playground,,,,,,,
01247,Vol. 32,Douplex,,,,,,,
01248,Vol. 32,"San Leandro Plaza, ca 1930",,,,,,,
01249,Vol. 32,Lake Chabot  ,,,,,,,
01250,Vol. 32,NR,,,,,,,
01251,Vol. 32,Carmel Mission,,,,,,,
01252,Vol. 32,San Francisco Float at San Leandro Plaza,,,,,,,
01253,Vol. 32,NR,,,,,,,
01254,Vol. 32,Portrait of L.J. Freeman and Mrs. L.J. Freeman,,,,,,,
01255,Vol. 32,Portrait of Freeman's Friends,,,,,,,
01256,Vol. 32,"Deed from Ignacio Peralta to J. Haas, April 4, 1856",,,,,,,
01257,Vol. 32,Daughter of Wm. H. Davis,,,,,,,
01259,Vol. 32,City Plaza Fountain,,,,,,,
01260,Vol. 32,San Leandro City Hall Under Construction,,,,,,,
01261,Vol. 32,"Dr. Marsh Home, Contra Costa County",,,,,,,
01262,Vol. 32,"Business District, E.14th and Estudillo",,,,,,,
01263,Vol. 32,"Leslie J. Freeman, 1912",,,,,,,
01264,Vol. 32,"Mrs. J. R. Freeman, 1930",,,,,,,
01265,Vol. 32,Catholic Church Diamond Jubilee,,,,,,,
01266,Vol. 32,Charles H. Cushing's Daughters and Miss Lily Davis,,,,,,,
01267,Vol. 32,Washington Grammer School,,,,,,,
01268,Vol. 32,"P. E. Edmundson, ca 1866",,,,,,,
01269,Vol. 32,J. R. Freeman,,,,,,,
01270,Vol. 32,Catholic Church Diamond Jubilee Parade,,,,,,,
01271,Vol. 32,Portrait,,,,,,,
01272,Vol. 32,Portrait,,,,,,,
01273,Vol. 32,Portrait,,,,,,,
01274,Vol. 32,Portrait,,,,,,,
01275,Vol. 32,Portrait,,,,,,,
01276,Vol. 32,Portrait,,,,,,,
01277,Vol. 32,SF & ARR Train,,,,,,,
01278,Vol. 32,Railroad Scene,,,,,,,
01279,Vol. 32,Portrait,,,,,,,
01280,Vol. 32,"Oyster and Chophouse, ca 1910",,,,,,,
01281,Vol. 33,"V.J. Facha Shoe Store, 117 Davis Street, before World War I",,,,,,,
01282,Vol. 33,"Wells Fargo Bank Building, ca 1970",,,,,,,
01283,Vol. 33,Two Ladies and a Gentleman,,,,,,,
01284,Vol. 33,Two Women,,,,,,,
01285,Vol. 33,Lighthouse and Farm,,,,,,,
01286,Vol. 33,Two Men on Wagon,,,,,,,
01287,Vol. 33,Lighthouse   ,,,,,,,
01288,Vol. 33,986 Hesperian,,,,,,,
01289,Vol. 33,"California PCC (Preserving Co.), 1906",,,,,,,
01290,Vol. 33,"Drayage Wagon and Driver, ca 1900",,,,,,,
01291,Vol. 33,"J. S. Alves Family Home, 14350 Washington Ave.",,,,,,,
01292,Vol. 33,"Electric Train, Probably at San Lorenzo Grove",,,,,,,
01293,Vol. 33,Antiques from Harry Kraus,,,,,,,
01294,Vol. 33,Harry Kraus Antique Collection,,,,,,,
01295,Vol. 33,Harry Kraus Antique Collection,,,,,,,
01296,Vol. 33,Nine Children,,,,,,,
01297,Vol. 33,Family Group,,,,,,,
01298,Vol. 33,"Haywards Quadrangle Map, Bay Shoreline, Mulford Landing",,,,,,,
01299,Vol. 33,"Elmhurst School Opening Day, 1894",,,,,,,
01300,Vol. 33,Skillen House,,,,,,,
01301,Vol. 33,"San Leandro School Band, 1914",,,,,,,
01302,Vol. 33,"Automobile decorated with Cherries, 1913",,,,,,,
01303,Vol. 33,"Class Picture of Lincoln School, 1911",,,,,,,
01304,Vol. 33,Class Picture   ,,,,,,,
01305,Vol. 33,Mrs. Ralph L. McMillan as a Girl,,,,,,,
01307,Vol. 33,Lincoln School built in 1910,,,,,,,
01308,Vol. 33,"Girl and Doll Buggy, 1916",,,,,,,
01309,Vol. 33,Wedding Picture - Mr. & Mrs. Manuel Garcia,,,,,,,
01310,Vol. 33,John and Godparents,,,,,,,
01311,Vol. 33,Newspaper Clippings   ,,,,,,,
01312,Vol. 33,Calling Card,,,,,,,
01313,Vol. 33,"Manuel J. Garcia, 1893",,,,,,,
01314,Vol. 33,"Newspaper Clipping, 1917",,,,,,,
01315,Vol. 33,John W. Haas's business card from the 1890's,,,,,,,
01316,Vol. 33,Newspaper Clipping,,,,,,,
01317,Vol. 33,"San Lorenzo Cemetary Documents, March 3, 1874",,,,,,,
01318,Vol. 33,Cherry Festival Woodsmen of the World Float,,,,,,,
01319,Vol. 33,"Cherry Festival Float, Woodsman of the World Leading",,,,,,,
01320,Vol. 33,Mrs. John L. Hass (Mrs. Mary Reid Hass),,,,,,,
01321,Vol. 34,"Estudillo House, ca 1900-1910",,,,,,,
01322,Vol. 34,"Mrs. Endora E. Skillen (?), ca 1859",,,,,,,
01323,Vol. 34,Hing Kee Laundry,,,,,,,
01324,Vol. 34,Hing Kee Laundry,,,,,,,
01325,Vol. 34,"Cherry Festival Float, 1917",,,,,,,
01326,Vol. 34,NR,,,,,,,
01327,Vol. 34,Garden,,,,,,,
01328,Vol. 34,"San Leandro Plaza with Fountain, Herrscher Building",,,,,,,
01329,Vol. 34,Haas Residence,,,,,,,
01330,Vol. 34,"Carnegie Public Library, San Leandro",,,,,,,
01331,Vol. 34,San Leandro Plaza,,,,,,,
01332,Vol. 34,Portrait,,,,,,,
01333,Vol. 34,Newspaper,,,,,,,
01334,Vol. 34,"Newspaper Clipping on the funeral of Mary Haas, Apr. 4, 1909",,,,,,,
01335,Vol. 34,"Legal Document, Hiram J. P. Keeney, April 2, 1856",,,,,,,
01336,Vol. 34,"Indenture, April 2, 1856",,,,,,,
01337,Vol. 34,S. P. R. S. I.,,,,,,,
01338,Vol. 34,"Parade Float, Woodsman of the World, Cherry Camp no. 184",,,,,,,
01339,Vol. 34,"Daily Newsletter, Advertisements, March 20, 1901",,,,,,,
01340,Vol. 34,"Daily Newsletter, Advertisements, March 5, 1901",,,,,,,
01341,Vol. 34,Newspaper Clipping on the Funeral of Mary Haas ,,,,,,,
01342,Vol. 34,"Newspaper Clipping, 'San Leandro Gem City', March 20, 1901",,,,,,,
01343,Vol. 34,"Newspaper Clipping about the Native Sons of the Golden West, April 27, 1910",,,,,,,
01344,Vol. 34,District Attornies in Alameda County,,,,,,,
01345,Vol. 34,"Andrade Costa Farmers Saloon, 1880",,,,,,,
01346,Vol. 34,"Country Lane, 1880",,,,,,,
01348,Vol. 34,"St. Leanders Church, 1880",,,,,,,
01349,Vol. 34,St. Leanders Church  ,,,,,,,
01351,Vol. 34,"Residence of C. Castro, 1891",,,,,,,
01352,Vol. 34,"Castro Station (Now San Leandro Library), Civic Group of Men, 1891",,,,,,,
01353,Vol. 34,"Castro Station (Now San Leandro Library), Navy Officer, 1891",,,,,,,
01354,Vol. 34,"Military Truck and Man, 1891",,,,,,,
01355,Vol. 34,"Thad Bradley Bicycling in front of Ury House, ca 1900",,,,,,,
01356,Vol. 34,"San Leandro Grill Advertisement, ca 1900",,,,,,,
01357,Vol. 34,Henry Toler (Hastings) Brown,,,,,,,
01357a,Vol. 34,NR,,,,,,,
01358,Vol. 34,"Lansford Warren Hastings, 1840's or ' 50's",,,,,,,
01359,Vol. 34,"Amie (Hastings) Spence, Daughter of Lansford Hastings, 1879",,,,,,,
01360,Vol. 34,"Herminia (Minnie) Peralta Dargie, 1879",,,,,,,
01361,Vol. 35,"William Pinckney Toler, 1896",,,,,,,
01362,Vol. 35,"Trading Card, Children Eating Candy",,,,,,,
01363,Vol. 35,"Trading Card, Lady with Tamborine",,,,,,,
01364,Vol. 35,"Trading Card, Lady with Pearls",,,,,,,
01365,Vol. 35,"Trading Card, Little Girl Sewing",,,,,,,
01366,Vol. 35,"Trading Card, Little Girl Sewing",,,,,,,
01367,Vol. 35,"Trading Card, Little Girl with Fur Hat",,,,,,,
01368,Vol. 35,"Trading Card, Mother Sewing with Girl",,,,,,,
01369,Vol. 35,"Trading Card, Boy and Girl with Umbrella",,,,,,,
01370,Vol. 35,"Trading Card, Cat Wearing Granny Glasses",,,,,,,
01371,Vol. 35,"Trading Card, Woman with Birds",,,,,,,
01374,Vol. 35,Portrait,,,,,,,
01375,Vol. 35,Portrait,,,,,,,
01376,Vol. 35,"Horseless Carriage, 1909",,,,,,,
01377,Vol. 35,"Group at Beach, 1910",,,,,,,
01378,Vol. 35,"Group at Beach, 1910",,,,,,,
01379,Vol. 35,"Tracy Storer, 1910",,,,,,,
01380,Vol. 35,"Sarah (Webber) McCoy, 1902 or ' 03",,,,,,,
01381,Vol. 35,"Back of Webber House, 1909 or ' 10",,,,,,,
01382,Vol. 35,"Joe Hearst, 1909 or ' 10",,,,,,,
01383,Vol. 35,"Alzina Dumont, 1909 or ' 10",,,,,,,
01384,Vol. 35,"Jeanette Stanley, 1909 or ' 10",,,,,,,
01385,Vol. 35,"Group at Beach, 1910",,,,,,,
01386,Vol. 35,"Group at Beach, 1910",,,,,,,
01387,Vol. 35,"Hayward High School, 1902 or ' 03",,,,,,,
01388,Vol. 35,"Group at the Webber House, ca 1910",,,,,,,
01389,Vol. 35,"Rideouts and Nelson, 1910 or ' 11",,,,,,,
01390,Vol. 35,"Irma Rideout, 1910",,,,,,,
01391,Vol. 35,"Group Picture, 1910 or ' 11",,,,,,,
01392,Vol. 35,"Garden of Webber House, 1910",,,,,,,
01393,Vol. 35,Group Picture  ,,,,,,,
01394,Vol. 35,"Martin Nelson, 1910 or ' 11",,,,,,,
01395,Vol. 35,"Cook & Miller's Oakland & Alameda County Directory, 1870",,,,,,,
01396,Vol. 35,"William Heath Davis, ca 1912",,,,,,,
01397,Vol. 35,"Albert Davis, 1891",,,,,,,
01398,Vol. 35,Juanita Davis,,,,,,,
01399,Vol. 35,"John Nugent, Sept. 1894",,,,,,,
01400,Vol. 35,"Lillie Davis (1863-1952), Daughter of Wm. Davis",,,,,,,
01401,Vol. 36,Jose Antonio Estudillo,,,,,,,
01402,Vol. 36,"4 Stamps of Herrscher Building, ca 1910",,,,,,,
01403,Vol. 36,"Telegram, 1902",,,,,,,
01404,Vol. 36,"Box from Geisenheffer's Bakery, ca 1895",,,,,,,
01405,Vol. 36,"Central Agricultural Works, 1916",,,,,,,
01406,Vol. 36,"Lincoln School Class, 1915",,,,,,,
01407,Vol. 36,"F. R. Branch Blacksmith Shop, ca 1911",,,,,,,
01408,Vol. 36,"F R. Branach Blacksmith Shop, ca 1911",,,,,,,
01409,Vol. 36,"Stationery, 1911",,,,,,,
01410,Vol. 36,"Lincoln School Graduating Class, 1922",,,,,,,
01411,Vol. 36,"Cover of Directory of the City of Oakland and Alameda County, for the year of 1870",,,,,,,
01412,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01413,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01414,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01415,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01416,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01417,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01418,Vol. 36,"Excerpts from Oakland and Alameda County Directory, including late insertions, a description of the settlements in Eden Township",,,,,,,
01419,Vol. 36,House,,,,,,,
01420,Vol. 36,Baseball Team,,,,,,,
01421,Vol. 36,School Picture - Lincoln School,,,,,,,
01422,Vol. 36,"Baseball Team, Year 1930",,,,,,,
01423,Vol. 36,John and Mary Mathews,,,,,,,
01424,Vol. 36,"Mary E. Furtado's Home, Ward St.",,,,,,,
01425,Vol. 36,Workmen at Best Foundry,,,,,,,
01426,Vol. 36,Workers from Best Foundry,,,,,,,
01427,Vol. 36,William and Lena Mathews,,,,,,,
01428,Vol. 36,"Survey Map, 1855",,,,,,,
01429,Vol. 36,"Rarest Automobiles in the World, built in 1918 in Oakland",,,,,,,
01430,Vol. 36,"The Fageol Automobile, built in 1918, price $12,000.00, by East Bay Manufacturers",,,,,,,
01431,Vol. 36,"The Fageol, more Forman model",,,,,,,
01432,Vol. 36,The L. H. Bill's and their Fageol,,,,,,,
01433,Vol. 36,"Under the hood of the $12,000.00 Fageol",,,,,,,
01434,Vol. 36,Group Picture,,,,,,,
01435,Vol. 36,"Fageol Motor, later converted to trucks, 'Weekender', Dec. 26, 1964",,,,,,,
01436,Vol. 36,"Ground breaking for Fageol Motor Company, 107th Ave., Oakland, Calif.",,,,,,,
01437,Vol. 36,"Fageol Motor Co.,Oakland, near intersection of 107th Ave & Hollywood Blvd.",,,,,,,
01438,Vol. 36,"Fageol Harrowing Equipment, ca 1920",,,,,,,
01439,Vol. 36,"Fageol Harrowing Equipment, ca 1920",,,,,,,
01440,Vol. 36,"Fageol Trucks Hauling, ca 1920",,,,,,,
01441,Vol. 37,ca 1920,,,,,,,
01442,Vol. 37,"Fageol Truck with Plane, 1929",,,,,,,
01443,Vol. 37,"Casa Peralta Gate, 1972",,,,,,,
01444,Vol. 37,"Casa Peralta Entrance, 1972",,,,,,,
01445,Vol. 37,"Casa Peralta Courtyard, 1972",,,,,,,
01446,Vol. 37,"Casa Peralta Gate, 1972",,,,,,,
01447,Vol. 37,"Casa Peralta Main Entrance, 1972",,,,,,,
01448,Vol. 37,"Home of Viola Best Webster, 1972",,,,,,,
01449,Vol. 37,"Best Home at 1315 Clark Street, 1972",,,,,,,
01450,Vol. 37,"Casa Peralta Courtyard, 1972",,,,,,,
01451,Vol. 37,"Casa Peralta Courtyard, 1972",,,,,,,
01452,Vol. 37,"Casa Peralta Main Entrance, 1972",,,,,,,
01453,Vol. 37,"Casa Peralta Doorway, 1972",,,,,,,
01454,Vol. 37,"Casa Peralta Garden Gate, 1972",,,,,,,
01455,Vol. 37,"Second Story of Casa Peralta, 1972",,,,,,,
01456,Vol. 37,"Main Entrance to Casa Peralta, 1972",,,,,,,
01457,Vol. 37,"Corner of Casa Peralta, 1972",,,,,,,
01458,Vol. 37,"Best Home, 1972",,,,,,,
01459,Vol. 37,Portrait of Woman with Dog,,,,,,,
01460,Vol. 37,"Cherry Festival Float, 'Cherrys for All Nations.'",,,,,,,
01461,Vol. 37,"United States Postal Worker, February 9, 1950",,,,,,,
01462,Vol. 37,"San Leandro Bridge, 1972",,,,,,,
01463,Vol. 37,Group on Steps,,,,,,,
01464,Vol. 37,"Baseball Team at Festival, 1925",,,,,,,
01465,Vol. 37,"Neighborhood Kids on the Way to School, April, 1935",,,,,,,
01466,Vol. 37,Paul Codner by a Foundtain at Cass Peralta Rest Home in the 1940s,,,,,,,
01467,Vol. 37,"Paul Codner, Owner of Casa Peralta Rest Home, Taken during the 1940s near the Fountain",,,,,,,
01468,Vol. 37,Capt. Mulford Family on Porch of Mulford Ranch,,,,,,,
01469,Vol. 37,Land Grant Map,,,,,,,
01470,Vol. 37,"Home of Captain Mulford, ca 1890",,,,,,,
01471,Vol. 37,"Advertisements, 1910",,,,,,,
01472,Vol. 37,"Fight Handbill, 1922",,,,,,,
01473,Vol. 37,Circus Handbill,,,,,,,
01474,Vol. 37,Fight Handbill ,,,,,,,
01475,Vol. 37,Balcony of Casa Peralta,,,,,,,
01476,Vol. 37,Inside Walk of Casa Peralta,,,,,,,
01477,Vol. 37,Casa Peralta Bell Tower,,,,,,,
01478,Vol. 37,Tile at Casa Peralta,,,,,,,
01479,Vol. 37,Wall at Casa Peralta,,,,,,,
01480,Vol. 37,Courtyard at Casa Peralta,,,,,,,
01481,Vol. 38,Front Steps of Casa Peralta,,,,,,,
01482,Vol. 38,Casa Peralta,,,,,,,
01483,Vol. 38,San Leandro Street Scene,,,,,,,
01484,Vol. 38,"Daniel Best Agricultural Works, Davis St. from 1891 Catalog",,,,,,,
01485,Vol. 38,"Best's Houseless Carriage, manufactured in San Leandro",,,,,,,
01486,Vol. 38,"Best Manufacturing Co., about 1900. Panorama View",,,,,,,
01487,Vol. 38,Best Steam Traction Engine,,,,,,,
01488,Vol. 38,"Three Best Rigs in Copperopolis Calif., ca 1904",,,,,,,
01489,Vol. 38,Best Mfg. Company's early Tracklayer Models,,,,,,,
01490,Vol. 38,"Best Roadster hauling 24,000 ft. of green logs at J. E. Craney's, Springdale, Washington",,,,,,,
01491,Vol. 38,New Best Steam Harvesters in 1889,,,,,,,
01492,Vol. 38,"Best 50 h.p. Steam Traction Engine, 'logging in the Siskiyou mountains.'",,,,,,,
01493,Vol. 38,"Best Tractor Engine, T. W. Benton's outfit, Plateau, California",,,,,,,
01494,Vol. 38,San Leandro composer William J. McCoy and Daughter performing his music at Redwood Grove near Russian River,,,,,,,
01495,Vol. 38,Composer McCoy and Daughter before Concert at Redwood Grove near Russian River,,,,,,,
01496,Vol. 38,San Leandro Steam French Laundry,,,,,,,
01497,Vol. 38,Letter Written by George Mirande,,,,,,,
01498,Vol. 38,Family Groups Camping,,,,,,,
01499,Vol. 38,NR,,,,,,,
01500,Vol. 38,"Caterpiller Tractor Co. (Formerly Best Tractor), Davis St. & Alvarado, 1930",,,,,,,
01501,Vol. 38,"King and Queen in Phaeton, June 9, 1911",,,,,,,
01502,Vol. 38,Mirande Family,,,,,,,
01503,Vol. 38,"San Leandro Steam French Laundry, Laundry Equipment",,,,,,,
01504,Vol. 38,"San Leandro Steam French Laundry, Laundry Equipment",,,,,,,
01505,Vol. 38,Lady on steps of 'Toler Home',,,,,,,
01506,Vol. 38,"Salina Peralta on the grounds of Casa Peralta, 1911",,,,,,,
01507,Vol. 38,"Cherry Carnival, Mabel Cormack, Queen, 1911",,,,,,,
01508,Vol. 38,Emma C. C. Herrscher with American Flag: Miss San Leandro,,,,,,,
01509,Vol. 38,Obituary of Mary Peralta Toler,,,,,,,
01510,Vol. 38,Picture of Mary Peralta Toler from Newspaper,,,,,,,
01511,Vol. 38,Great Gildersleeve,,,,,,,
01512,Vol. 38,Obituary of Herminia Peralta Dargie,,,,,,,
01513,Vol. 38,"Lottie Flint and son, Russell Flint, 1899",,,,,,,
01514,Vol. 38,"Circus Parade, Oakland",,,,,,,
01515,Vol. 38,"Circus Parade, Oakland",,,,,,,
01516,Vol. 38,Oakland Scene Following 1906 Quake,,,,,,,
01517,Vol. 38,Lottie Best  ,,,,,,,
01518,Vol. 38,Lottie Best and Topsy,,,,,,,
01519,Vol. 38,Lottie Best,,,,,,,
01520,Vol. 38,Street Scene,,,,,,,
01521,Vol. 39,Machine Shop where castings were machined into precision parts for the best steam tractor engine,,,,,,,
01522,Vol. 39,"Best Manufacturing Co., Davis St., San Leandro",,,,,,,
01523,Vol. 39,"Best Manufacturing Co., Davis St., San Leandro",,,,,,,
01524,Vol. 39,Best Steam Traction Engine Pulling a Best Combined Harvester No. 626,,,,,,,
01525,Vol. 39,Best Sidehill Harvester,,,,,,,
01526,Vol. 39,"Caterpillar Tractor Co., Peoria, Illinois",,,,,,,
01527,Vol. 39,Best Steam Tractor Engine Pulling Combined Harvester,,,,,,,
01528,Vol. 39,Best Steam Traction Engine,,,,,,,
01529,Vol. 39,"Best Mfg. Co., about 1904",,,,,,,
01530,Vol. 39,"C. L. Best's early tracklayer '75' internal combustion engine listed at 75 horsepower, complete with power steering",,,,,,,
01531,Vol. 39,"Best Sixty Tractor Pulling Wagons, Max Penker and Sons, Cincinnati, Ohio",,,,,,,
01532,Vol. 39,"Best Tractor Pulling Wagons, 1904",,,,,,,
01533,Vol. 39,"Best Tractor Company, 1904",,,,,,,
01534,Vol. 39,"Best Manufacturing Company, 1904",,,,,,,
01535,Vol. 39,"Interior of Best Manufacturing Company, 1904",,,,,,,
01536,Vol. 39,"Best Tractors on Flat Bed, Best Manufacturing Company, 1904",,,,,,,
01537,Vol. 39,"Best Tractors at Work, 1904",,,,,,,
01538,Vol. 39,"Best Manufacturing Company, San Leandro Group Photograph, ca 1897","photo is reversed? See also #224, #508",,,,,,
01539,Vol. 39,"Best Tractors at Work, 1904",,,,,,,
01540,Vol. 39,"Best Steam Engine Harvest, ca 1900",,,,,,,
01541,Vol. 39,"Best Steam Engine Harvest, ca 1902",,,,,,,
01542,Vol. 39,"Best Steam Engine Harvest, ca 1902",,,,,,,
01543,Vol. 39,"Best Steam Engine Harvest, ca 1902",,,,,,,
01544,Vol. 39,"Best Steam Engine Harvest, ca 1902",,,,,,,
01545,Vol. 39,"Best Steam Engine with Disc Plows, ca 1902",,,,,,,
01547,Vol. 39,"Best Steam Engine with Coffee Freight, ca 1900",,,,,,,
01548,Vol. 39,"Best Steam Engine, ca 1900",,,,,,,
01549,Vol. 39,"Best Steam Engine with Freight Wagons, ca 1900",,,,,,,
01550,Vol. 39,"Best Combined Harvester, ca 1900",,,,,,,
01551,Vol. 39,"Best Horse-Drawn Harvester, ca 1900",,,,,,,
01552,Vol. 39,"Best Stand Combined Harvester, ca 1900",,,,,,,
01553,Vol. 39,"Best Stand Combined Harvester 538, ca 1900",,,,,,,
01554,Vol. 39,"Best Junior Sidehill Harvester, ca 1900",,,,,,,
01555,Vol. 39,"Best Baby Junior Sidehill Harvester, ca 1905",,,,,,,
01556,Vol. 39,"Best Manufacturing Company, San Leandro, ca 1905",,,,,,,
01557,Vol. 39,"Best Steam Tractor Engine Logging, ca 1900",,,,,,,
01558,Vol. 39,"Best Steam Traction Engine hauling 24,000 feet of lumber from the Towle Bros. Mills in the Sierra Nevadas, Placer County",,,,,,,
01559,Vol. 39,"Best Steam Tractor Engine Hauling Lumber, ca 1900",,,,,,,
01560,Vol. 39,"Best Steam Engine Hauling Lumber, ca 1900",,,,,,,
01561,Vol. 40,"Best Manufacturing Company 1905 Catalog, 1905",,,,,,,
01562,Vol. 40,"Best Manufacaturing Company Train Loading, ca 1905",,,,,,,
01563,Vol. 40,"Portrait of Daniel Best, ca 1897",,,,,,,
01564,Vol. 40,"Portrait of Daniel Best, ca 1920",,,,,,,
01565,Vol. 40,"Portrait of Daniel Best, ca 1920",,,,,,,
01566,Vol. 40,"The Bests at Joaquin Millers, 1908",,,,,,,
01567,Vol. 40,"Best Steamer at L. W. Exposition, August 2, 1905",,,,,,,
01568,Vol. 40,"Clarence Leo Best at Best Manufacturing Company, 1895",,,,,,,
01569,Vol. 40,"Portrait of Clarence Leo Best, 1895",,,,,,,
01570,Vol. 40,"Best Combined Harvester, 1905",,,,,,,
01571,Vol. 40,"Best Baby Junior Sidehill, Best Horse-Drawn Harvester, ca 1905",,,,,,,
01572,Vol. 40,"Best Special Sidehill Harvester, ca 1912",,,,,,,
01573,Vol. 40,"Best Traction Engine, January 2, 1903",,,,,,,
01574,Vol. 40,"Best Manufacturing Company, San Leandro, ca 1905",,,,,,,
01575,Vol. 40,"Best Harvester Load on a Train, ca 1905",,,,,,,
01576,Vol. 40,"Best Steamer Hauling Borax, ca 1905",,,,,,,
01577,Vol. 40,"Best Bank Building, ca 1924",,,,,,,
