Index Number,Volume,Title,Notes,,,,,,
00399,Vol. 10,"Streatcar Tracks on E. 14th St., 1891",,,,,,,
00400,Vol. 10,"Class Picture, ca 1898",,,,,,,
00401,Vol. 11,"Lincoln School Class, ca 1920",,,,,,,
00402,Vol. 11,"Flagpole Rescue, 1900",,,,,,,
00403,Vol. 11,"Flagpole Rescue, 1900",,,,,,,
00404,Vol. 11,"San Leandro from Bay-O-Vista, ca 1963",,,,,,,
00405,Vol. 11,"Lincoln School, ca 1916",,,,,,,
00406,Vol. 11,"Drill Team S.P.R.S.I. Flor de Unao, 1913",,,,,,,
00407,Vol. 11,"Drum Corps S.P.R.S.I., 1913",,,,,,,
00408,Vol. 11,"Marching Unit S.P.R.S.I., 1913",,,,,,,
00409,Vol. 11,"Cherry Carnival, 1909",,,,,,,
00410,Vol. 11,"Durant Car # 1, 1921",,,,,,,
00411,Vol. 11,"Lincoln School Class, 1923(?)",,,,,,,
00412,Vol. 11,"Ford Touring Car, 1918(?)",,,,,,,
00413,Vol. 11,"Jones Residence, 1940(?)",,,,,,,
00414,Vol. 11,"A. Levy and J. Zentner Co., 1953",,,,,,,
00415,Vol. 11,"City Plaza, 1908",,,,,,,
00416,Vol. 11,"East 14th Street at 141st Avenue, Looking South, Spring, 1943",,,,,,,
00417,Vol. 11,"Old Slate House, 1915",,,,,,,
00418,Vol. 11,"San Leandro Fire Department, ca 1927",,,,,,,
00419,Vol. 11,"Firemen, behind the Fire House on Davis Street, 1931",,,,,,,
00420,Vol. 11,"Cherry Carnival, 1930",,,,,,,
00421,Vol. 11,"Union School, 1900",,,,,,,
00422,Vol. 11,"King's Garage, ca 1918",,,,,,,
00423,Vol. 11,Juana Ave.,,,,,,,
00424,Vol. 11,"Union Achool, 1897",,,,,,,
00425,Vol. 11,"Cherry Carnival Float, 1892",,,,,,,
00426,Vol. 11,"Fadda's TV, ca 1965",,,,,,,
00427,Vol. 11,"San Leandro Plaza, 1945",,,,,,,
00428,Vol. 11,"Marshall Geisenhofer, 1905",,,,,,,
00429,Vol. 11,"Eber Home, 1880",,,,,,,
00430,Vol. 11,Judge Bruner,,,,,,,
00431,Vol. 11,"16th Cherry Festival, 1926",,,,,,,
00432,Vol. 11,"Chamber of Commerce, 1924(?)",,,,,,,
00433,Vol. 11,"Larsen Bros. Lumber and Millwork Co., 1920",,,,,,,
00434,Vol. 11,"Gem Saloon, Farmer's Exchange",,,,,,,
00435,Vol. 11,August Thierry and Wife,,,,,,,
00436,Vol. 11,"Bank of San Leandro Employees, 1914",,,,,,,
00437,Vol. 11,"W. W. I. Food Rationing, ca 1917",,,,,,,
00438,Vol. 11,"Ury's Meat Market - Davis Street, 1875",,,,,,,
00439,Vol. 11,O. J. Lynch's Residence,,,,,,,
00440,Vol. 11,"Bessie Best & Tex Manning, 1909",,,,,,,
00441,Vol. 12,Western Pacific Depot,,,,,,,
00442,Vol. 12,"Union School, 1902",,,,,,,
00443,Vol. 12,"Union School, 1895",,,,,,,
00444,Vol. 12,"C. L. Best Gas Tractor Co., 1913",,,,,,,
00445,Vol. 12,Lincoln School Manuel Adermes is Fifth from the Left in the First Row,,,,,,,
00446,Vol. 12,"Washington Avenue Looking South, about 1950",,,,,,,
00447,Vol. 12,"San Leandro at Night, Looking West from Bay-O-Vista, 1963",,,,,,,
00448,Vol. 12,San Leandro Creek about 1890,,,,,,,
00449,Vol. 12,"Electric Freight Car and Trailer of Oakland, San Leandro and Hayward Electric",,,,,,,
00450,Vol. 12,"East 14th Street toward Dutton and Del Mar Theatre, about 1960",,,,,,,
00451,Vol. 12,San Leandro Plaza at Night about 1955,,,,,,,
00452,Vol. 12,"Sidewalk Sale on East 14th Street. Taken at West Joaquin, 1958",,,,,,,
00453,Vol. 12,"Mrs. Jens Larsen Standing in Home Garden, Carpentier and Hepburn Streets, 1920",,,,,,,
00454,Vol. 12,"Bill Burnett's First Home, Located on San Lorenzo Ave.",,,,,,,
00455,Vol. 12,Night Scene of the City of San Leandro in the 1940's,,,,,,,
00456,Vol. 12,"Estudillo Ave, Looking East, 1909",,,,,,,
00457,Vol. 12,Barbecue,,,,,,,
00458,Vol. 12,"American Trust Bank, East 14th Street and Ward Street",,,,,,,
00459,Vol. 12,Union School (now Lincoln School),,,,,,,
00460,Vol. 12,No. 100 Motor 'Jumper' and Two Flat Cars with Wagons of the Oakland-San Leandro-Haywards Electric Railway,,,,,,,
00461,Vol. 12,First Prize Winner in the Business Division at the Cherry Festival in 1918(?),,,,,,,
00462,Vol. 12,"San Leandro Plaza about 1945, as on Postcard",,,,,,,
00463,Vol. 12,The Plaza in 1960,,,,,,,
00464,Vol. 12,"San Leandro Hotel, C. Christensen, in 1890",,,,,,,
00465,Vol. 12,Estudillo and East 14th Street about 1906 (could be earlier),,,,,,,
00466,Vol. 12,"Lincoln School Class, 1920",,,,,,,
00467,Vol. 12,"Fire Department with Police Chief Joe Peralta (second row, 4 from left (?). First row: 4. Tony Machado, 5. Bill Agrella. Second row: 3. Archie Souza, 4. Joe Peralta.",,,,,,,
00468,Vol. 12,"San Leandro Oyster Harvest, 1899",,,,,,,
00469,Vol. 12,"East 14th St. at 141st, Looking South, Spring, 1943",,,,,,,
00470,Vol. 12,"Historic Landmark Monument, May, 1970",,,,,,,
00471,Vol. 12,"Historic Landmark Sign, May, 1970",,,,,,,
00472,Vol. 12,"Bill ' Leggie' Miller's Cigar Stand, 1918",,,,,,,
00473,Vol. 12,"Frankie Miller's Barber Shop, 1910",,,,,,,
00474,Vol. 12,"Best Tractor's Baseball Team, 1922",,,,,,,
00475,Vol. 12,"Forester Band, 1900",,,,,,,
00476,Vol. 12,"First San Leandro High School Baseball Team, 1928",,,,,,,
00477,Vol. 12,Estudillo Home ,,,,,,,
00478,Vol. 12,"Thrasher Athletic Club, 1927",,,,,,,
00479,Vol. 12,"Tony Rulia and Grandson, 1919",,,,,,,
00480,Vol. 12,"Frank R. Reis Shoe Repair, 1919",,,,,,,
00481,Vol. 13,"C. L. Best Tractor, Champions, 1918",,,,,,,
00482,Vol. 13,"C. L. Best Tractor, Champions, 1918",,,,,,,
00483,Vol. 13,"Thrasher Park Jr., Maxwell Jr. League, 1927",,,,,,,
00484,Vol. 13,"T. B. Morgan Grocery Store, 1911",,,,,,,
00485,Vol. 13,"Best Tractor Baseball Team, 1921",,,,,,,
00486,Vol. 13,"Tyson Beer Garden, 1897",,,,,,,
00487,Vol. 13,"Thrasher Park Jrs., 1927",,,,,,,
00488,Vol. 13,"Tom Xavier, 1922",,,,,,,
00489,Vol. 13,"Best Tractor Baseball Team, 1921",,,,,,,
00490,Vol. 13,"Apricot Orchard, 1904",,,,,,,
00491,Vol. 13,"Carnegie Public Library, 1908",,,,,,,
00492,Vol. 13,Estudillo House ,,,,,,,
00493,Vol. 13,San Leandro City Hall,,,,,,,
00494,Vol. 13,Roberts Bros. Market,,,,,,,
00495,Vol. 13,"San Leandro Fire Department, 1926",,,,,,,
00496,Vol. 13,"First Prize Auto, Alameda County Day, 1915",,,,,,,
00497,Vol. 13,"Gallet Livery Stable, 1900",,,,,,,
00498,Vol. 13,"Knights of Pythias, 1900",,,,,,,
00499,Vol. 13,"Reception for W. W. I. Veterans, 1919",,,,,,,
00500,Vol. 13,"Union School, 1893",,,,,,,
00501,Vol. 13,"Roberts Bros. Grocery; Eber's Meat Market, 1930",,,,,,,
00502,Vol. 13,"Group in Auto, 1900",,,,,,,
00503,Vol. 13,San Leandro Bridge,,,,,,,
00504,Vol. 13,"Men's Band, 1894",,,,,,,
00505,Vol. 13,"San Leandro Boys Club Band, 1912",,,,,,,
00506,Vol. 13,"San Leandro Police Dept., 1945",,,,,,,
00507,Vol. 13,"San Leandro Fire Dept., 1930",,,,,,,
00508,Vol. 13,"Best Manufacturing Company, 1900",,,,,,,
00509,Vol. 13,"San Leandro Plow Company, Later Best Agricultural Works, 1883 or 84",,,,,,,
00510,Vol. 13,"San Leandro's First Auto Fire Truck, 1915",,,,,,,
00511,Vol. 13,"First Meat Delivery Truck, 1912",,,,,,,
00512,Vol. 13,"Eber's Meat Market, 1900",,,,,,,
00513,Vol. 13,"First Fire Squadron and Engine in S. L., 1898",,,,,,,
00514,Vol. 13,"Grove Market, 1900",,,,,,,
00515,Vol. 13,"David Ury's San Leandro Meat Market (or Ury) Meat Market, 1875",,,,,,,
00516,Vol. 13,"Iversen Saloon, 1899",,,,,,,
00517,Vol. 13,"C. L. Best Foundry, 1910-'20's",,,,,,,
00518,Vol. 13,"Estudillo Avenue, 1924",,,,,,,
00519,Vol. 13,"Band Box Parlors, 1897",,,,,,,
00520,Vol. 13,"Fred Schmidt Coal and Feed, 1914",,,,,,,
00521,Vol. 14,"Memorial Services for President McKinley, 1901",,,,,,,
00522,Vol. 14,"Brass Band, 1866",There are better quality prints of this photo. Desc should mention Harry Morse.,,,,,,
00523,Vol. 14,"Cherry Festival Parade, 1914",,,,,,,
00524,Vol. 14,"House, Corner of Davis & Dabner, 1899",,,,,,,
00525,Vol. 14,"Cutis Property, 1881",,,,,,,
00526,Vol. 14,"Wells Fargo Express, 1900",,,,,,,
00527,Vol. 14,"Hayward Baseball Team, 1890",,,,,,,
00528,Vol. 14,"Fourth of July Parade, 1910",,,,,,,
00529,Vol. 14,"Oldtimers Picnic at San Leandro Creek, 1898",,,,,,,
00530,Vol. 14,"Breeds Property, 1881(?)",,,,,,,
00531,Vol. 14,"Hayward Ave. Looking West, 1903-06",,,,,,,
00532,Vol. 14,San Leandro Plaza,,,,,,,
00533,Vol. 14,"Masonic Temple, 1910",,,,,,,
00534,Vol. 14,"Cherry Festival Parade, 1909",,,,,,,
00535,Vol. 14,"Federight's Blacksmith Shop, 1906",,,,,,,
00536,Vol. 14,"Cherry Festival, 1909",,,,,,,
00537,Vol. 14,"Cherry Carnival Float, 1909",,,,,,,
00538,Vol. 14,"Thomas B. Morgan Store, 1908",,,,,,,
00539,Vol. 14,"San Leandro High School, 1926",,,,,,,
00540,Vol. 14,"Mr. & Mrs. Manuel Victor & Family, 1902",,,,,,,
00541,Vol. 14,"Packard 3 1/2 Ton Truck, 1919",,,,,,,
00542,Vol. 14,"Ury Brothers and Friends, 1881",,,,,,,
00543,Vol. 14,Larson and His Crew (Best Mfg. Co.) 1906,,,,,,,
00544,Vol. 14,"7th Grade, Lincoln School, 1923",,,,,,,
00545,Vol. 14,"Union School, 1894",,,,,,,
00546,Vol. 14,"Union School, 1894",,,,,,,
00547,Vol. 14,"Memorial Services for Pres. McKinley, Sept. 19, 1901",,,,,,,
00548,Vol. 14,"Best Manufacturing Company, 1906",,,,,,,
00549,Vol. 14,"San Leandro Fire Dept., 1934",,,,,,,
00550,Vol. 14,"San Leandro Delivery Wagon, 1907",,,,,,,
00551,Vol. 14,"Wallace's Newstand, 1915",,,,,,,
00552,Vol. 14,"Polvorosa Boys, 1923",,,,,,,
00553,Vol. 14,"Employees of C. L. Best Foundry, 1920",,,,,,,
00554,Vol. 14,"Daniel Best Steam Tractor Engines, 1895",,,,,,,
00555,Vol. 14,"Ladies Drill Team, 1909",,,,,,,
00556,Vol. 14,"Charles Rantzau's Cherry Orchard, 1900",,,,,,,
00557,Vol. 14,Lake Chabot,,,,,,,
00558,Vol. 14,"Old Presbyterian Church, 1928",,,,,,,
00559,Vol. 14,"Cherry Festival, 1909",,,,,,,
00560,Vol. 14,"Frank Miller's Barber Shop, 1910",,,,,,,
00561,Vol. 15,"Sheriff Geisenhofer, 1900",,,,,,,
00562,Vol. 15,"Washington Ave. and Williams St., ca 1930",,,,,,,
00563,Vol. 15,"Larson Boy and Bicycle, 1910-20",,,,,,,
00564,Vol. 15,"Home of Robert H. Collins, ca 1920",,,,,,,
00565,Vol. 15,"Mulford Ranch, 1900",,,,,,,
00566,Vol. 15,"Captain Mulford and Family, 1900",,,,,,,
00567,Vol. 15,"San Leandro Sidewalk Days, ca 1957",,,,,,,
00568,Vol. 15,"Haywards Avenue Looking North, 1903-06",,,,,,,
00569,Vol. 15,"Chris Christenson & Son Stanley, 1914",,,,,,,
00570,Vol. 15,"Lincoln Grammar School, 1922",,,,,,,
00571,Vol. 15,"State Bank, then Bank of America, E. 14th Street and Estudillo",,,,,,,
00572,Vol. 15,"Washington School Crossing Guards, 1934",,,,,,,
00573,Vol. 15,"World's Fair, Treasure Island, May 8, 1940",,,,,,,
00574,Vol. 15,"San Leandro Fire Department, Davis Street, 1929",,,,,,,
00575,Vol. 15,"Lincoln School, 1911",,,,,,,
00576,Vol. 15,"Plaza, 1900",,,,,,,
00577,Vol. 15,"Shoe Shine Stand, E. 14th and Estudillo",,,,,,,
00578,Vol. 15,"First Grade Classroom, Lincoln School, 1890's",,,,,,,
00579,Vol. 15,"Grocery Store, East 14th Street, 1905",,,,,,,
00580,Vol. 15,"Class Picture, Lincoln School, about 1930",,,,,,,
00581,Vol. 15,"Broadmoor Men's Club Dinner, 1939",,,,,,,
00582,Vol. 15,"Intersection of Davis and E. 14th St., 1930",,,,,,,
00583,Vol. 15,"Picnic at San Leandro Creek, 1918",,,,,,,
00584,Vol. 15,"San Leandro Float, 1915 panama Pacific Expo. Sanfrancisco, 1915",,,,,,,
00585,Vol. 15,"Building on the Corner of E. 14th and Joaquin Streets, San Leandro.",,,,,,,
00586,Vol. 15,Lincoln School Students,,,,,,,
00587,Vol. 15,"Backyard in Estudillo, San Leandro, with San Leandro Plumbing Co. Truck",,,,,,,
00588,Vol. 15,"Ladies Club, 1920",,,,,,,
00589,Vol. 15,"Caterpillar Tractor Co., 1935",,,,,,,
00590,Vol. 15,"Retirement Dinner, 1958",,,,,,,
00591,Vol. 15,"Barber Shop, E. 14th Street, 1900",,,,,,,
00592,Vol. 15,"Sam Valhos Liquor Store, Washington Ave. Approximately 1929",,,,,,,
00593,Vol. 15,"San Leandro Plaza and Electric Railway, May 7, 1892",,,,,,,
00594,Vol. 15,This Picture of the Plaza(?) was probably made after 1903 when the cannon was placed there.,,,,,,,
00595,Vol. 15,"A 1966 Aerial View of San Leandro, North from Juana Ave., along E. 14th St., to Civic Center",,,,,,,
00596,Vol. 15,"A 1962 Aerial View of San Leandro, East Northeast along the San Leandro Creek, from the Southern Pacific Railroad to the Hills",,,,,,,
00597,Vol. 15,"Odd Fellows Meeting at the I.O.O.F. Hall at 1252 E. 14th Street, 1930 CA",,,,,,,
00598,Vol. 15,"Aerial View of San Leandro, NNE from Clark and W. Juana to the Hills",,,,,,,
00599,Vol. 15,"Cigar Stand Beside J. F. Silva Saloon, c. 1918  ",,,,,,,
00600,Vol. 15,"Ground Breaking Ceremony for Library, Feb 18, 1959",,,,,,,
00601,Vol. 16,"Plaza, E. 14th St. and Estudillo, 1900",,,,,,,
00602,Vol. 16,"Garcia and Martin and Callistro Garages, 240 Castro Street, Taken in 1925",,,,,,,
00603,Vol. 16,"Roosevelt-Garner Campaign Headquarters at 1426 E. 14th Street, 1936",,,,,,,
00604,Vol. 16,"Horse Drawn Trolley Car on Castro Street, 1900 CA",,,,,,,
00605,Vol. 16,Biography of Dr. William T. Thrasher taken from the book by J. M. Guinn,,,,,,,
00606,Vol. 16,Portrait of George W. Harlan taken from the book by J. M. Guinn,,,,,,,
00607,Vol. 16,"The Royal Carriage (automotive) of the Queen of the first Cherry Festival, Bessie Best, taken in driveway of Daniel Best Home, June 4-5, 1909",,,,,,,
00608,Vol. 16,Photograph of the San Leandro Plaza tken from Washington Avenue in 1961,,,,,,,
00609,Vol. 16,"Royal Bar, 1891",,,,,,,
00610,Vol. 16,"Railroad Crossing at Davis Street, taken in 1969",,,,,,,
00611,Vol. 16,"Unidentified San Leandro Postman, taken in 1918",,,,,,,
00612,Vol. 16,"A 1913 Photo of the Pencil Mill of Hudson Lumber Co., located on Washington Avenue",,,,,,,
00613,Vol. 16,Photograph of a 1903 San Leandro City Tax Collection Form,,,,,,,
00614,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,,,,,
00615,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,,,,,
00616,Vol. 16,"Fred Schmidt's Feed and Fuel Store, ca 1900",,,,,,,
00617,Vol. 16,"Oakland, San Leandro and Haywards Electric Railway, ca 1902",,,,,,,
00618,Vol. 16,"Portrait of Jacob W. Harlan, 1880 CA",,,,,,,
00619,Vol. 16,"The Larson Boy with Bike, between 1893 and 1909",,,,,,,
00620,Vol. 16,Sloop 'George Washington'. At Wicks Landing on the Mulford Canal,,,,,,,
00621,Vol. 16,"The Clark Home at 1754 141st. Avenue, San Leandro, Spring, 1943",,,,,,,
00622,Vol. 16,"Hirschman Creamery and Candy Store, 1909",,,,,,,
00623,Vol. 16,"Group in front of the San Leandro Hotel, 1910 CA",,,,,,,
00624,Vol. 16,"Cigar Stand and J. F. Silva Saloon, Callan and E. 14th Sts.",,,,,,,
00625,Vol. 16,"Group of men on an outing in the San Leandro Hills, around present-day Bay-O-Vista, 1920 CA",,,,,,,
00626,Vol. 16,Groundbreaking for the Community Library Center,,,,,,,
00627,Vol. 16,"Elaine Clark and her cousin ride their tricycles on 141st Avenue with Bay-O-Vista area in the background, before homes were built there",1765 142nd Ave.,,,,,,
00628,Vol. 16,"Best Steam Traction Engine, 1905",,,,,,,
00629,Vol. 16,"Union School Class, 1900 CA",,,,,,,
00630,Vol. 16,S.P.R.S.I. (Sociedade Portuguesa Reinha Santa Isabel) 1913 CA,,,,,,,
00631,Vol. 16,The Luso-American Co-operative Mercantile Company,,,,,,,
00632,Vol. 16,"Union School Class, 1900 CA",,,,,,,
00633,Vol. 16,"Portrait of William Edward Oakes, 1920",,,,,,,
00634,Vol. 16,"Portrait of Myrtle T. Oakes, 1920",,,,,,,
00635,Vol. 16,"Wagons ready for the Fourth of July Parade, 1892",,,,,,,
00636,Vol. 16,"Billy Oakes Residence, 167 Dutton, in 1906, after Remodelling",,,,,,,
00637,Vol. 16,"Antone E. (Sylva) (Carvalho) Oakes , 1816 to 1886",,,,,,,
00638,Vol. 16,"Portrait of M. Oakes Carualho, 1880",,,,,,,
00639,Vol. 16,Home Ice Delivery Truck,,,,,,,
00640,Vol. 16,Portrait,,,,,,,
00641,Vol. 17,Portrait,,,,,,,
00642,Vol. 17,"Billy Oakes, probably in his late teens or early twenties",,,,,,,
00643,Vol. 17,Marching Band,,,,,,,
00644,Vol. 17,Portrait,,,,,,,
00645,Vol. 17,NR,,,,,,,
00646,Vol. 17,Newspaper Advertisements,,,,,,,
00647,Vol. 17,Newspaper Advertisements,,,,,,,
00648,Vol. 17,Newspaper Advertisements,,,,,,,
00649,Vol. 17,Newspaper Advertisements,,,,,,,
00650,Vol. 17,Cottage Built in 1851 by John L. Haas,,,,,,,
00651,Vol. 17,"Haas Cottage from the side, left, and adjoining house, right, built later my Mary Haas's children",,,,,,,
00652,Vol. 17,Portrait,,,,,,,
00653,Vol. 17,Front View of Abernethy Home and Haas Cottage of 1851,,,,,,,
00654,Vol. 17,Haas Cottage  ,,,,,,,
00655,Vol. 17,Gardens,,,,,,,
00656,Vol. 17,"The Haas Family, taken about 1900 in front of the Haas cottage of 1851(on right) and her family's wing (on left)",,,,,,,
00657,Vol. 17,The San Leandro Hebrew School,,,,,,,
00658,Vol. 17,"Mrs, Mary Reid Haas, Pioneer of 1851, and Her Grandchildren",,,,,,,
00659,Vol. 17,Bridge,,,,,,,
00660,Vol. 17,Portrait,,,,,,,
00661,Vol. 17,Davis Street between 1898 and 1909,,,,,,,
00662,Vol. 17,"San Leandro Plaza, I.O.O.F. Hall, San Leandro Hotel, and Bank",,,,,,,
00663,Vol. 17,Estudillo Hotel and Plaza as it looked in the early 20th Century,,,,,,,
00664,Vol. 17,Parade   ,,,,,,,
00665,Vol. 17,"Cottage Built in 1851 by John L. Haas is on the right, On the left is the home built by Henry and Eliza (Haas) Abernathy",,,,,,,
00666,Vol. 17,Group Photograph,,,,,,,
00667,Vol. 17,Estudillo Avenue in 1915.   See No. 00360,,,,,,,
00668,Vol. 17,"See No. 00329, Which is the Same Photo",,,,,,,
00669,Vol. 17,NR,,,,,,,
00670,Vol. 17,NR,,,,,,,
00671,Vol. 17,"Cherry Camp. No. 184, Woodsman of the World Float",,,,,,,
00672,Vol. 17,Parade Float,,,,,,,
00673,Vol. 17,"A Pioneer of 1851, Mrs. Mary Reid Haas (1824-1909) in Her House",,,,,,,
00674,Vol. 17,Portrait,,,,,,,
00675,Vol. 17,NR,,,,,,,
00676,Vol. 17,NR,,,,,,,
00677,Vol. 17,Barber Shop  ,,,,,,,
00678,Vol. 17,Class Photograph,,,,,,,
00679,Vol. 17,Class Photograph,,,,,,,
00680,Vol. 17,"San Leandro Cherry Festival, 1912",,,,,,,
00681,Vol. 18,Caroline Hatherly and her Family,,,,,,,
00682,Vol. 18,"J. F. Vares, Modern Shop",,,,,,,
00683,Vol. 18,San Leandro Baseball Team   ,,,,,,,
00684,Vol. 18,"Plaza and Surrounding Buildings, probably between 1903 and 1910",,,,,,,
00685,Vol. 18,"Joe Peters, George Boremann, August von Glahn, and Kanaka John beside Old Cannon in San Leandro Plaza",,,,,,,
00686,Vol. 18,"Dorothy Lewis, Father Hunt ( first man in back row)",,,,,,,
00687,Vol. 18,San Leandro Street Scene,,,,,,,
00688,Vol. 18,"Home and Lumber Co. of Jens Larsen, Corner of Hepburn St. and Carpentier ",,,,,,,
00689,Vol. 18,Swimming Tank and Public Play Grounds,,,,,,,
00690,Vol. 18,"Group at Casa de Laurel, ca 1930",,,,,,,
00691,Vol. 18,Looking North on Washington Ave. in the 1920's,,,,,,,
00692,Vol. 18,Group Photograph ,,,,,,,
00693,Vol. 18,"Lincoln School Class, 1920",,,,,,,
00694,Vol. 18,"Old Car, ca 1900",,,,,,,
00695,Vol. 18,"San Leandro Fire Department, 1937",,,,,,,
00696,Vol. 18,Union School Class with Principal Langdon,,,,,,,
00697,Vol. 18,"St. Mary's School, ca 1910",,,,,,,
00698,Vol. 18,The J. A. Holmgren Store on the Northeast Corner of Joaquin and E. 14th St.,,,,,,,
00699,Vol. 18,"A View of the Flagpole Dedication, March 6, 1897,Looking Down Haywards Road (E. 14th St.)",,,,,,,
00700,Vol. 18,San Leandro Plaza,,,,,,,
00701,Vol. 18,San Leandro Plaza,,,,,,,
00702,Vol. 18,San Leandro Baseball Team,,,,,,,
00703,Vol. 18,"San Leandro Fire Dept., 1900",,,,,,,
00704,Vol. 18,Class Picture,,,,,,,
00705,Vol. 18,St. Mary's School,,,,,,,
00706,Vol. 18,"Shack at Oyster Bed, 1890",,,,,,,
00707,Vol. 18,Entertainment,,,,,,,
00708,Vol. 18,Getting Christmas Trees,,,,,,,
00709,Vol. 18,San Leandro Creamery,,,,,,,
00710,Vol. 18,"Corner of E. 14th St. and Ward, 1875",,,,,,,
00711,Vol. 18,"San Leandro Plaza, ca 1900",,,,,,,
00712,Vol. 18,Casa Peralta,,,,,,,
00713,Vol. 18,Lincoln School,,,,,,,
00714,Vol. 18,Hawes Family Home,,,,,,,
00715,Vol. 18,Jens Larson and His Home,,,,,,,
00716,Vol. 18,San Leandro Creek    ,,,,,,,
00717,Vol. 18,"San Leandro Firefighting Equipment, 1901",,,,,,,
00718,Vol. 18,Mendoza Place in Mulford Gardens located at Merced and Marina. Putting in a Dock.,,,,,,,
00719,Vol. 18,"Budd F. Eber, 'Me and My Badge Hobby'",,,,,,,
00720,Vol. 18,"Aerial View of Plaza, Estudillo and E. 14th St. 1939",,,,,,,
00721,Vol. 19,"First Cherry Festival Arch, Estudillo Ave. June 5, 1909",,,,,,,
00722,Vol. 19,Jimmie Larsen Standing by a 1912 Studebaker ' Flanders' (20 H.P.),,,,,,,
00723,Vol. 19,"San Leandro High School Band, directed by Mr. Charles Way. 1929",,,,,,,
00724,Vol. 19,"Baseball Boosters - Cherry City, 1925",,,,,,,
00725,Vol. 19,"San Leandro Chamber of Commerce Cherry Festival Boosters, 1925",,,,,,,
00726,Vol. 19,"Parade C. 1920-' 22 on E. 14th. St. Martin Nelson with 'camera'', Fred Stark Electric Co.",,,,,,,
00727,Vol. 19,Mathews and Boitano Billard Parlor.,,,,,,,
00728,Vol. 19,"Alameda County Courthouse, October 1868 located Clark St. and Davis. Court House after earthquake, St. Leanders in distance",,,,,,,
00729,Vol. 19,Palm Court (Pelton Center) 1951.,,,,,,,
00730,Vol. 19,"August Thierry Liquor Store, Southeast Corner Washington and Ward Streets. August Thierry in front.",,,,,,,
00731,Vol. 19,"Thierry Liquor Store C. 1895, with Thierry Family",,,,,,,
00732,Vol. 19,The Mel Dutra family in front of home on E. 14th St. and 138th Ave. Cir. 1890,,,,,,,
00733,Vol. 19,"Alta Mira birthday party - Toyon Inn, located on E. 14th St. and 150th Ave. (Formerly Alabam.)",,,,,,,
00734,Vol. 19,"Lincoln School Cir. 1920, located 451 Hepburn St. (Now W. Joaquin)",,,,,,,
00735,Vol. 19,"A. E. Pelton Apartment Court, now Pelton Center, 1920",,,,,,,
00736,Vol. 19,Group Photograph,,,,,,,
00737,Vol. 19,"First Masonic Temple, 1312 Clarke St.",,,,,,,
00738,Vol. 19,Electric Car Crossing San Leandro Creek,,,,,,,
00739,Vol. 19,"People ready to go to World's Fair, 1939",,,,,,,
00740,Vol. 19,"Aerial view of Davis St. with Caterpillar Tractor Co. in center, 1947",,,,,,,
00741,Vol. 19,Paint Store on Chumalia St. 1902,,,,,,,
00742,Vol. 19,"Webber House Cir. 1900, located at Clarke and Davis St.",,,,,,,
00743,Vol. 19,"Duke's residence on Callan Ave. Owners of Duke's Hardware, 1900",,,,,,,
00744,Vol. 19,"Work on San Leandro Plaza, 1961, East 14th St.",,,,,,,
00745,Vol. 19,"Class Picture, Clark & Hepburn Union School, 1909",,,,,,,
00746,Vol. 19,"Aerial View, Washington & Estudillo",,,,,,,
00747,Vol. 19,"Party with San Leandro Band, East 14th St., circa 1915",,,,,,,
00748,Vol. 19,"Best Theatre, 1920",,,,,,,
00749,Vol. 19,"San Leandro Boys, Studio Photograph Gerald Baradas at Left, Circa 1910",,,,,,,
00750,Vol. 19,"Baseball Team at San Leandro Ballpark,1928",,,,,,,
00751,Vol. 19,"Bill Estate, Estudillo & Huff Ave., 1931",,,,,,,
00752,Vol. 19,"Baseball Team, San Leandro Ballpark, 1923",,,,,,,
00753,Vol. 19,"Cherry Festival Parade Estudillo (then ward), 1906",,,,,,,
00754,Vol. 19,"Best Building, Estudillo & East 14th. St., 1965",,,,,,,
00755,Vol. 19,"East 14th & Williams Sts., 1924",,,,,,,
00756,Vol. 19,"Locke Bros. Grocery Store Wagon, location unknown, 1913",,,,,,,
00757,Vol. 19,"Home on Callan Ave., Opposite the Library, 1915",,,,,,,
00758,Vol. 19,"Cigar Store, Callan Ave. & East 14th St. Gerald Baradas, Circa 1919",,,,,,,
00759,Vol. 19,San Leandro Ball Park  1925,,,,,,,
00760,Vol. 19,"Baseball Team Champs. Friden Calculators Industrial Leagues, 1947",,,,,,,
00761,Vol. 20,"Aerial View of San Leandro taken October 2, 1951, Pinpointing four largest industries",,,,,,,
00762,Vol. 20,"Pelton Center, East 14th St., 1924",,,,,,,
00763,Vol. 20,"Aerial View of San Leandro, 1953",,,,,,,
00764,Vol. 20,"Aerial View of San Leandro, November 26, 1948",,,,,,,
00765,Vol. 20,"Budd Eber's Meat Market, 1240 E. 14th St., 1875",,,,,,,
00766,Vol. 20,"Home on East 14th St., Present Site of Lucky Store, 1918",,,,,,,
00767,Vol. 20,"Electric Railway Car, Haywards St. 1895",,,,,,,
00768,Vol. 20,"Sanleandro Band, Davis & Washington, 1915",,,,,,,
00769,Vol. 20,"San Leandro Band, location unknown, 1921",,,,,,,
00770,Vol. 20,"P.G. & E. Tank on Alvarado St., 1919",,,,,,,
